Unique_ID,Sample,Type,Site,LTER_Site,Depth,Replicate,Core,Date,Group,Group_2,Group_3,Environment,perc_OM,d15N,perc_OrgN,d13C,perc_OrgC,C/N,Lambda,Sigma8,S,V,C,P,S/V,C/V,P/(V+S),Bd/V,Ac/Ads,Ac/Adv,Cumulative_3.900um,Cumulative_31.000um,Cumulative_62.500um,Cumulative_125.000um,Diameter_5.00%,Diameter_7.00%,Diameter_10.00%,Diameter_16.00%,Diameter_50.00%,Diameter_84.00%,Diameter_90.00%,Diameter_95.00%,Diameter_98.00%,perc_Clay,perc_Silt,perc_Sand
78,14S,Stream,MICR,MC00,NA,NA,NA,3/6/16,C,D,3,Stream,11.33,1.08,0.44,-27.12,4.41,10.02,3.19,14.09,2.38,0.62,0.2,0.47,3.87,0.32,0.16,0.17,0.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,15S,Stream,REFU,RG01,NA,NA,NA,3/6/16,C,D,1,Stream,16.93,1.74,0.61,-26.36,4.24,6.95,1.81,7.69,1.44,0.33,0.05,0.34,4.36,0.15,0.19,0.19,0.33,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,16S,Stream,SPLV,SP02,NA,NA,NA,3/6/16,C,D,2,Stream,9.94,0.84,0.31,-26.3,2.77,8.94,1.84,5.1,1.37,0.39,0.09,0.33,3.54,0.23,0.19,0.21,0.27,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,200E,Estuarine,GOSL,GOSL,NA,1,B,4/26/16,D,E,2,Estuary,1.24,-2.12,0.03,-23.94,0.23,7.73,0.26,0.08,0.18,0.08,0.01,0.09,2.3,0.13,0.34,0.45,0.25,0.29,2.2,7.79,11.46,23.7,13.82,25.22,48.03,99.2,187.57,340.66,388.53,446.59,488.65,2.2,9.27,88.54
82,201E,Estuarine,GOSL,GOSL,NA,1,T,4/26/16,D,E,2,Estuary,1.16,1.78,0.03,-22.57,0.23,6.72,0.34,0.1,0.22,0.1,0.01,0.12,2.23,0.14,0.38,0.34,0.24,0.28,2.72,9.53,14.13,25.36,10.15,17.35,33.88,80.61,192.42,353.08,397.43,453.51,491.69,2.72,11.41,85.87
83,202E,Estuarine,GOSL,GOSL,NA,2,T,4/26/16,D,E,2,Estuary,2.75,4.79,0.09,-23.69,1.54,16.7,2.88,5.06,2.35,0.44,0.09,0.22,5.38,0.22,0.08,0.08,0.18,0.21,8.34,36.94,53.75,74.48,2.48,3.28,4.79,8.7,53.77,164.63,210.83,300.64,400.22,8.34,45.41,46.25
84,203E,Estuarine,GOSL,GOSL,NA,2,B,4/26/16,D,E,2,Estuary,2.48,4.85,0.07,-25.15,1.12,15.14,2.39,2.75,1.61,0.68,0.1,0.38,2.39,0.15,0.17,0.08,0.23,0.19,6.46,31.6,47.95,66.41,3.09,4.27,6.52,11.29,68.41,273.12,344.01,413.61,473.78,6.46,41.5,52.05
85,204E,Estuarine,GOSL,GOSL,NA,3,T,4/26/16,D,E,2,Estuary,4.19,5.08,0.12,-25.82,1.38,11.48,3.42,4.79,2.4,0.78,0.25,0.58,3.07,0.32,0.18,0.08,0.19,0.2,12.41,51.51,76.93,97.11,1.84,2.35,3.16,5.33,29.4,75.56,90.62,110.59,132.96,12.41,64.52,23.07
86,205E,Estuarine,GOSL,GOSL,NA,3,B,4/26/16,D,E,2,Estuary,3.26,4.1,0.12,-25.3,1.35,11.23,2.42,3.27,1.72,0.6,0.1,0.36,2.88,0.18,0.16,0.17,0.23,0.25,17.39,64.77,89.5,99.84,1.46,1.82,2.36,3.56,17.22,52.72,63.76,78.33,94.45,17.39,72.11,10.5
87,206E,Estuarine,GOSL,GOSL,NA,4,T,4/26/16,D,E,2,Estuary,2.86,3.5,0.12,-26.58,1.4,11.67,2.53,3.5,1.86,0.59,0.08,0.33,3.17,0.14,0.13,0.21,0.24,0.22,8.59,36.7,59.05,91.96,2.39,3.16,4.67,8.78,50.23,102.48,118.49,139.09,162.93,8.59,50.46,40.95
88,207E,Estuarine,GOSL,GOSL,NA,4,B,4/26/16,D,E,2,Estuary,4.4,1.18,0.13,-27.52,2.07,15.9,2.42,4.98,1.59,0.72,0.11,0.44,2.21,0.15,0.19,0.28,0.26,0.28,9.62,40.74,64.9,96.33,2.19,2.85,4.08,7.61,43.47,89.48,102.4,119.17,136.35,9.62,55.28,35.1
89,208E,Estuarine,ABUR E,ABUR E,NA,1,T,4/27/16,D,E,3,Estuary,1.59,0.63,0.04,-26.28,0.38,10.84,0.77,0.36,0.3,0.44,0.02,0.15,0.69,0.05,0.2,0.1,0.28,0.24,11.51,39.49,51.84,64.07,1.94,2.46,3.36,6.09,57.44,296.49,360.34,426.22,479.65,11.51,40.33,48.16
90,209E,Estuarine,ABUR E,ABUR E,NA,1,B,4/27/16,D,E,3,Estuary,0.91,-0.24,0.03,-23.46,0.2,6.31,0.89,0.25,0.61,0.25,0.03,0.25,2.46,0.13,0.29,0.18,0.2,0.2,1.38,8.45,13.59,20.71,17.37,25.87,42.46,86.53,266.53,405.31,444.53,480.31,515.62,1.38,12.22,86.41
91,210E,Estuarine,ABUR E,ABUR E,NA,2,T,4/27/16,D,E,3,Estuary,1.46,3.71,0.05,-26.03,0.56,10.36,1.11,0.75,0.67,0.39,0.06,0.21,1.73,0.14,0.2,0.2,0.28,0.32,4.83,20.06,28.72,37.73,4.08,6.19,9.86,19.93,208.39,386.67,428.56,471.61,499.86,4.83,23.89,71.28
92,211E,Estuarine,ABUR E,ABUR E,NA,2,B,4/27/16,D,E,3,Estuary,7.99,5.55,0.25,-26.98,3.14,12.57,2.08,6.51,1.2,0.63,0.25,0.38,1.9,0.39,0.21,0.19,0.22,0.26,11.32,59.34,86.07,98.91,2.07,2.62,3.47,5.61,22.73,58.74,71.95,90.67,112.64,11.32,74.75,13.93
93,212E,Estuarine,ABUR E,ABUR E,NA,3,T,4/27/16,D,E,3,Estuary,6.71,3.36,0.14,-28.12,2.35,16.78,1.99,4.74,1.19,0.65,0.15,0.41,1.83,0.23,0.22,0.16,0.25,0.25,6.89,34.67,51.37,70.07,2.96,4.05,6.08,10.46,62.66,234.72,303.01,387.9,457.41,6.89,44.48,48.63
94,213E,Estuarine,ABUR E,ABUR E,NA,3,B,4/27/16,D,E,3,Estuary,6,4.08,0.15,-28.35,2.43,16.18,3.97,9.77,2.36,1.31,0.3,0.71,1.8,0.23,0.19,0.07,0.27,0.26,8,39.22,57.41,74.79,2.59,3.42,4.99,8.76,47.54,195.66,283.06,372.25,450.11,8,49.41,42.59
95,200M,MarineRunoff,AHND,AHND,20,2,B,6/22/16,E,F,1,Reef,1.49,4.09,0.05,-22.37,0.41,8.2,2.05,0.84,1.3,0.74,0.02,0.6,1.75,0.03,0.3,0.14,0.04,0.25,3.93,16.1,26.53,79.54,5.49,8.93,15.32,31.07,89.22,133.13,147.4,166.7,188.75,3.93,22.6,73.47
96,201M,MarineRunoff,AHND,AHND,20,1,B,6/22/16,E,F,1,Reef,1.36,3.35,0.05,-22.94,0.45,9,1.37,0.62,0.79,0.56,0.02,0.22,1.4,0.04,0.16,0.15,0.03,0.25,3.71,15.08,25.52,78.69,6.06,9.95,17.25,35.47,90.25,134.6,148.92,169.07,193.17,3.71,21.82,74.48
97,204M,MarineRunoff,AHND,AHND,20,2,T,6/22/16,E,F,1,Reef,1.45,3.72,0.05,-21.59,0.4,8,2.59,1.04,1.92,0.59,0.09,0.31,3.25,0.15,0.12,0.28,0.14,0.27,3.55,14.95,25.94,81.08,6.41,10.43,17.76,36.27,88.14,130.44,144.51,162.8,182.29,3.55,22.39,74.06
98,205M,MarineRunoff,AHND,AHND,20,1,T,6/22/16,E,F,1,Reef,1.18,3.86,0.05,-22.44,0.41,8.2,1.24,0.51,0.86,0.34,0.04,0.17,2.52,0.12,0.14,0.31,0.13,0.28,3.85,16.94,30.67,83.85,5.67,9.17,15.34,28.26,82.99,125.33,139.46,158.05,178.09,3.85,26.82,69.33
99,215M,MarineRunoff,AHND,AHND,10,1,T,6/22/16,E,F,1,Reef,1.16,1.37,0.04,-21.54,0.26,6.5,0.6,0.16,0.45,0.15,0.01,0.17,3.05,0.09,0.29,0.62,0.13,0.33,2.38,10.25,15.73,65.46,11.65,19.17,29.91,62.98,106.71,157.15,175.08,198.91,228.45,2.38,13.35,84.27
100,216M,MarineRunoff,AHND,AHND,10,1,B,6/22/16,E,F,1,Reef,1.55,1.08,0.04,-21.72,0.24,6,0.96,0.23,0.72,0.18,0.06,0.18,4.08,0.35,0.2,0.76,0.09,0.31,2.65,10.83,16.48,64.5,10.08,17.09,27.4,60.91,107.43,159.35,177.76,202.09,231.41,2.65,13.82,83.52
101,217M,MarineRunoff,AHND,AHND,10,2,T,6/22/16,E,F,1,Reef,1.04,3.31,0.04,-22.34,0.28,7,0.54,0.15,0.43,0.1,0.01,0.13,4.41,0.14,0.25,0.84,0.04,0.27,2.67,11.16,16.99,66.03,10.03,16.65,26.43,59.61,105.7,156.68,174.74,198.78,228.47,2.67,14.32,83.01
102,218M,MarineRunoff,AHND,AHND,10,2,B,6/22/16,E,F,1,Reef,1.06,3.07,0.04,-21.69,0.26,6.5,0.64,0.17,0.52,0.11,0.01,0.14,4.72,0.12,0.23,0.96,0.12,0.3,2.76,11.38,17.18,64.72,9.39,15.69,25.62,58.83,107.08,159.09,177.49,201.76,231.17,2.76,14.42,82.82
103,231M,Marine,AQUE,AQUE,20,1,T,6/22/16,E,G,1,Reef,1.52,3.76,0.06,-22.14,0.46,7.67,1.03,0.47,0.66,0.34,0.02,0.16,1.93,0.07,0.16,0.22,0.05,0.25,4.24,16.96,27.89,80.09,4.89,7.98,13.65,27.91,88.03,132.24,146.59,165.95,187.97,4.24,23.65,72.11
104,232M,Marine,AQUE,AQUE,20,1,B,6/22/16,E,G,1,Reef,1.42,3.49,0.04,-22.17,0.32,8,1.35,0.43,0.85,0.48,0.02,0.25,1.75,0.04,0.19,0.22,0.02,0.27,3.18,13.57,23.5,77.08,7.61,12.44,20.39,44.72,92.41,137.32,152.39,173.28,198.35,3.18,20.32,76.5
105,233M,Marine,AQUE,AQUE,20,2,T,6/22/16,E,G,1,Reef,1.66,3.75,0.05,-23.54,0.57,11.4,1.36,0.78,0.77,0.56,0.03,0.19,1.38,0.05,0.14,0.16,0.07,0.32,4.17,17.17,28.6,81.24,5.04,8.2,13.89,27.42,86.66,130.24,144.57,163.11,182.83,4.17,24.43,71.4
106,234M,Marine,AQUE,AQUE,20,2,B,6/22/16,E,G,1,Reef,1.48,4.29,0.05,-22.53,0.43,8.6,2,0.86,1.24,0.72,0.04,0.26,1.72,0.06,0.13,0.13,0.05,0.27,3.81,16.21,28.35,81.96,5.77,9.36,15.8,30.38,86.01,128.9,143.15,161.57,181.21,3.81,24.54,71.65
107,239M,Marine,AQUE,AQUE,10,1,T,6/22/16,E,G,1,Reef,1.39,3.59,0.04,-21.15,0.26,6.5,0.3,0.08,0.16,0.14,NA,0.13,1.19,0.03,0.45,0.37,0.08,0.29,2.78,11.45,19.15,71.76,9.39,16.01,25.19,56.07,98.65,146.98,164.27,187.72,216.04,2.78,16.37,80.85
108,240M,Marine,AQUE,AQUE,10,1,B,6/22/16,E,G,1,Reef,1.44,2.98,0.04,-22.55,0.35,8.75,1,0.3,0.7,0.29,0.02,0.16,2.44,0.05,0.16,0.28,0.06,0.24,3.1,13.27,21.77,66.25,7.68,12.27,20.56,45.4,102.08,164.39,190.58,241.56,359.85,3.1,18.67,78.23
109,241M,Marine,AQUE,AQUE,10,2,T,6/22/16,E,G,1,Reef,1.38,3.38,0.04,-21.54,0.26,6.5,0.3,0.08,0.2,0.1,0.01,0.15,2.06,0.08,0.5,0.67,0.06,0.36,2.8,11.39,18.96,70.4,9.35,15.93,25.39,56.11,100.03,149.63,167.23,191.21,220.41,2.8,16.16,81.04
110,242M,Marine,AQUE,AQUE,10,2,B,6/22/16,E,G,1,Reef,2.23,2.69,0.06,-23.65,0.6,10,0.87,0.52,0.54,0.32,0.02,0.21,1.7,0.07,0.25,0.31,0.06,0.29,3.35,15.1,24.8,70.53,6.76,10.54,17.33,35.41,96.77,153.8,176.47,214.63,290.76,3.35,21.45,75.2
111,247M,MarineRunoff,REFU,REFU,20,2,B,6/22/16,E,F,1,Reef,1.33,2.78,0.05,-21.83,0.38,7.6,2.77,1.05,2.12,0.63,0.01,0.2,3.38,0.02,0.07,0.16,0.1,0.3,21.46,84.86,92.96,97.16,1.33,1.69,2.17,3.11,11.02,35.77,52.17,77.45,111.37,21.46,71.5,7.04
112,248M,MarineRunoff,REFU,REFU,20,2,T,6/22/16,E,F,1,Reef,1.36,2.57,0.05,-21.94,0.37,7.4,1.88,0.7,1.42,0.44,0.02,0.27,3.21,0.05,0.15,0.39,0.04,0.28,3.99,16.24,27.54,74.22,5.37,8.74,14.6,30.17,91.34,145.15,164.02,189.26,219.91,3.99,23.55,72.46
113,249M,MarineRunoff,REFU,REFU,20,1,B,6/22/16,E,F,1,Reef,1.66,2.36,0.05,-22.26,0.43,8.6,1.85,0.8,1.4,0.43,0.02,0.24,3.29,0.05,0.13,0.45,0.07,0.3,12.94,50.49,70.7,86.1,1.95,2.48,3.34,5.46,37.36,112.66,138.95,187.24,240.57,12.94,57.76,29.3
114,250M,MarineRunoff,REFU,REFU,20,1,T,6/22/16,E,F,1,Reef,1.4,3.2,0.05,-22.29,0.42,8.4,1.06,0.44,0.74,0.3,0.01,0.16,2.49,0.04,0.15,0.42,0.07,0.32,4.42,17.59,30.29,76.95,4.63,7.65,12.92,26.25,87.02,139.97,158.39,183.65,213.07,4.42,25.87,69.71
115,264M,MarineRunoff,REFU,REFU,10,1,T,6/22/16,E,F,1,Reef,0.94,3.1,0.03,-20.8,0.19,6.33,0.86,0.16,0.59,0.27,0.01,0.13,2.18,0.02,0.15,0.49,0.07,0.26,17.89,78.92,97.84,100,1.51,1.88,2.41,3.5,12.36,36.44,43.97,53.08,63.88,17.89,79.95,2.16
116,265M,MarineRunoff,REFU,REFU,10,1,B,6/22/16,E,F,1,Reef,0.73,-0.21,0.03,-20.92,0.14,4.67,2.31,0.32,1.58,0.7,0.04,0.13,2.26,0.05,0.06,0.2,0.08,0.3,3.77,13.38,15.24,24.99,5.62,8.93,14.73,97.53,173.79,261.64,304.15,364.15,434.98,3.77,11.46,84.76
117,266M,MarineRunoff,REFU,REFU,10,2,T,6/22/16,E,F,1,Reef,0.77,0.86,0.03,-19.28,0.13,4.33,0.22,0.03,0.19,0.03,NA,0.1,6.4,0.01,0.45,2,0.06,0.27,19.86,79.94,97.81,100,1.31,1.71,2.22,3.24,11.58,35.56,43.28,52.77,63.53,19.86,77.95,2.19
118,267M,MarineRunoff,REFU,REFU,10,2,B,6/22/16,E,F,1,Reef,1.66,1.15,0.04,-22.6,0.35,8.75,1.94,0.68,1.44,0.49,0.01,0.25,2.92,0.03,0.13,0.49,0.07,0.3,2.37,10.8,16.71,38.57,10.07,15.69,27.48,58.44,147.84,268.63,330.28,396.49,465.16,2.37,14.34,83.29
119,351M,MarineRunoff,ABUR,ABUR,10,1,T,6/24/16,E,F,3,Reef,0.99,1.96,0.02,-21.62,0.14,7,0.17,0.03,0.1,0.06,NA,0.09,1.59,0.03,0.54,0.8,NA,0.13,1.67,6.48,9.08,54.49,23.2,35.26,65.59,79.94,120.08,170.91,188.64,211.46,238.02,1.67,7.42,90.92
120,352M,MarineRunoff,ABUR,ABUR,10,1,B,6/24/16,E,F,3,Reef,1.6,1.03,0.02,-22.4,0.19,9.5,2.05,0.55,1.38,0.61,0.05,0.4,2.24,0.09,0.2,0.65,0.11,0.13,2.61,10.9,16.33,57.99,10.24,16.87,27.72,60.57,115.31,169.14,187.57,211.15,238.14,2.61,13.72,83.67
121,353M,MarineRunoff,ABUR,ABUR,10,2,T,6/24/16,E,F,3,Reef,0.97,1.92,0.02,-21.07,0.14,7,0.17,0.04,0.14,0.02,NA,0.08,5.8,NA,0.47,1.44,0.09,0.13,1.68,6.56,9.03,54.02,22.96,34.31,65.91,80.4,120.58,171.6,189.28,212.08,238.47,1.68,7.35,90.97
122,354M,MarineRunoff,ABUR,ABUR,10,2,B,6/24/16,E,F,3,Reef,1.77,1.49,0.02,-22.08,0.17,8.5,0.53,0.09,0.4,0.12,NA,0.14,3.39,0.04,0.26,1.13,0.15,0.15,2.29,9.01,13.08,53.81,13.2,22.38,36.82,72.16,120.3,173.31,190.95,215.87,243.95,2.29,10.79,86.92
123,287M,MarineRunoff,GOLB,GOLB,20,1,T,6/24/16,E,F,2,Reef,1.18,3.89,0.03,-22.3,0.27,9,1.61,0.47,1.26,0.33,0.02,0.21,3.79,0.07,0.13,0.3,0.09,0.17,3.47,13.43,21.56,54.58,6.55,10.47,17.96,44.15,116.85,195.56,228.65,283.07,370.31,3.47,18.09,78.44
124,288M,MarineRunoff,GOLB,GOLB,20,1,B,6/24/16,E,F,2,Reef,0.97,4.39,0.03,-22.61,0.29,9.67,1.26,0.32,0.83,0.4,0.03,0.27,2.09,0.07,0.22,0.29,0.12,0.14,3.23,13.71,22.93,54.72,7.15,11.21,18.77,41.15,116.27,196.27,229.15,283.04,368.69,3.23,19.7,77.07
125,289M,MarineRunoff,GOLB,GOLB,20,2,T,6/24/16,E,F,2,Reef,0.89,4.28,0.03,-22.23,0.23,7.67,0.67,0.16,0.45,0.21,0.01,0.19,2.1,0.05,0.29,0.4,0.15,0.16,3.17,11.98,19.24,51.5,7.63,12.4,22.06,51.83,122.35,201.67,235.89,292.93,381.96,3.17,16.08,80.76
126,290M,MarineRunoff,GOLB,GOLB,20,2,B,6/24/16,E,F,2,Reef,1.2,3.7,0.03,-22.85,0.3,10,1.85,0.59,1.2,0.62,0.04,0.21,1.95,0.07,0.11,0.22,0.11,0.13,3,13.34,22.33,54.89,7.72,11.92,19.54,42.64,116.13,196.52,231.07,288.57,378.36,3,19.33,77.67
127,551M,MarineRunoff,GOLB,GOLB,10,1,T,6/24/16,E,F,2,Reef,0.95,2.7,0.02,-23.74,0.2,10,0.83,0.22,0.64,0.18,0.01,0.14,3.47,0.03,0.17,0.41,0.1,0.16,5.78,15.36,16.68,28.39,4.08,6.56,12.27,42.9,212.37,313.41,347.61,389.93,448.19,5.78,10.9,83.32
128,552M,MarineRunoff,GOLB,GOLB,10,1,B,6/24/16,E,F,2,Reef,0.63,2.49,0.02,-21.93,0.16,8,1.82,0.42,1.46,0.34,0.02,0.25,4.25,0.05,0.14,0.52,0.1,0.18,2.11,8.71,15.93,55.37,14.56,22.5,42.94,62.52,115.74,231.32,311.06,388.98,460.74,2.11,13.82,84.07
129,553M,MarineRunoff,GOLB,GOLB,10,2,T,6/24/16,E,F,2,Reef,0.96,3.36,0.03,-21.29,0.17,5.67,0.68,0.12,0.55,0.13,0.01,0.21,4.36,0.04,0.31,0.7,NA,0.19,18.44,78.37,95.55,99.47,1.49,1.85,2.36,3.42,12.08,37.92,47.43,64.66,85.21,18.44,77.11,4.45
130,554M,MarineRunoff,GOLB,GOLB,10,2,B,6/24/16,E,F,2,Reef,1.12,1.98,0.02,-21.85,0.17,8.5,1.99,0.38,1.56,0.41,0.03,0.22,3.84,0.07,0.11,0.29,0.08,0.12,2.44,9.55,16.94,54.47,11.95,19.6,34.98,60.21,116.66,258.76,334.18,405.15,470.12,2.44,14.5,83.06
131,206M,Marine,IVEE,IVEE,10,1,B,6/24/16,E,G,2,Reef,5.28,7.7,0.19,-20.28,2.19,11.53,0.08,0.17,0.06,0.02,NA,0.06,2.73,0.09,0.75,1.07,NA,0.21,14.14,68.13,93.99,99.92,1.82,2.27,2.93,4.38,15.9,46.61,54.79,65.88,78.34,14.14,79.84,6.01
132,255M,Marine,IVEE,IVEE,20,1,T,6/24/16,E,G,2,Reef,1.38,3.34,0.04,-22.16,0.33,8.25,1.15,0.37,0.96,0.17,0.01,0.23,5.56,0.07,0.2,0.59,0.09,0.16,3.52,13.65,22.54,62.4,6.52,10.63,18.32,43.11,105.47,176.69,206.73,263.39,363.2,3.52,19.02,77.46
133,284M,Marine,IVEE,IVEE,10,2,T,6/24/16,E,G,2,Reef,3.39,7.47,0.12,-19.45,1.03,8.58,0.11,0.11,0.07,0.03,NA,0.11,2.56,0.12,1.04,1.65,0.09,0.27,12.21,66.36,85.05,93.05,2.06,2.58,3.35,5.06,16.57,70.29,118.95,207.72,269.56,12.21,72.85,14.95
134,285M,Marine,IVEE,IVEE,10,2,B,6/24/16,E,G,2,Reef,1.91,6.27,0.06,-20.78,0.55,9.17,0.31,0.16,0.27,0.04,NA,0.14,7.12,NA,0.45,1.95,NA,NA,8.47,42.15,61.12,72.64,2.55,3.31,4.61,7.73,42.76,279.77,350.03,418.37,475.93,8.47,52.64,38.88
135,286M,Marine,IVEE,IVEE,10,1,T,6/24/16,E,G,2,Reef,3.98,6.49,0.16,-21.72,1.99,12.44,0.08,0.16,0.06,0.02,NA,0.05,2.36,0.09,0.66,1.68,NA,0.22,15.42,81.34,98.14,100,1.72,2.15,2.76,4.04,13.38,34.59,40.22,47.8,56.38,15.42,82.72,1.86
136,297M,Marine,IVEE,IVEE,20,2,B,6/24/16,E,G,2,Reef,1.47,4.47,0.04,-22.76,0.47,11.75,1.15,0.56,0.93,0.21,0.01,0.05,4.54,0.04,0.04,0.32,0.09,0.13,33.77,100,100,100,0.21,0.27,0.83,2.03,6.42,10.84,11.99,13.47,15.19,33.77,66.23,0
137,298M,Marine,IVEE,IVEE,20,2,T,6/24/16,E,G,2,Reef,1.33,4.36,0.04,-22.45,0.34,8.5,1.21,0.4,0.94,0.25,0.01,0.2,3.72,0.06,0.17,0.39,0.08,0.15,3.78,14.09,23.18,62.51,5.88,9.71,16.86,40.79,104.9,177.96,209.69,271.02,372.2,3.78,19.41,76.82
138,299M,Marine,IVEE,IVEE,20,1,B,6/24/16,E,G,2,Reef,1.89,4.46,0.04,-22.89,0.52,13,0.82,0.57,0.66,0.15,0.01,0.04,4.5,0.07,0.05,0.45,0.08,0.17,3.45,14,21.73,53.92,6.39,10.09,17.14,40.81,117.97,206.16,249.9,326.21,413.19,3.45,18.28,78.27
139,363M,MarineRunoff,ABUR,ABUR,20,2,B,6/29/16,E,F,3,Reef,2.16,4.82,0.056,-23.97,0.76,13.57,2.36,1.8,1.47,0.85,0.04,0.28,1.72,0.05,0.12,0.2,0.14,0.17,4.58,22.02,38.64,84.91,4.32,6.52,10.2,19.13,75.82,123.14,138.87,159.85,183.47,4.58,34.06,61.36
140,364M,MarineRunoff,ABUR,ABUR,20,2,T,6/29/16,E,F,3,Reef,1.26,6.4,0.043,-22.58,0.42,9.77,1.2,0.5,0.83,0.34,0.02,0.16,2.45,0.07,0.14,0.29,0.12,0.13,3.88,15.65,31.9,85.42,5.78,9.81,17.02,32.45,80.2,122.31,136.46,155.23,175.83,3.88,28.03,68.1
141,365M,MarineRunoff,ABUR,ABUR,20,1,B,6/29/16,E,F,3,Reef,2.65,4.68,0.067,-23.76,0.98,14.63,1.47,1.44,0.88,0.57,0.02,0.18,1.55,0.04,0.12,0.23,0.07,0.13,5.16,24.4,43.53,89.64,3.77,5.51,8.6,16.01,69.44,112.18,126.06,144.66,166.36,5.16,38.37,56.47
142,366M,MarineRunoff,ABUR,ABUR,20,1,T,6/29/16,E,F,3,Reef,1.69,4.87,0.042,-23.85,0.46,10.95,0.84,0.39,0.53,0.3,0.01,0.13,1.76,0.03,0.16,0.36,0.13,0.14,4.21,17.75,34.83,87.65,5.12,8.3,14.11,27.51,77.2,117.33,130.81,148.68,169.08,4.21,30.62,65.17
143,319M,MarineRunoff,MICR,MICR,10,1,T,6/29/16,E,F,3,Reef,1.08,5.39,0.03,-23.84,0.34,11.33,0.86,0.29,0.59,0.26,0.01,0.15,2.28,0.04,0.18,0.4,0.19,0.18,2.7,13.48,27.78,46.65,9.9,15.14,23.55,39.76,223.58,491.1,555.71,645.15,739.35,2.7,25.08,72.22
144,320M,MarineRunoff,MICR,MICR,10,1,B,6/29/16,E,F,3,Reef,0.99,5.79,0.03,-24.19,0.34,11.33,0.95,0.32,0.63,0.3,0.02,0.16,2.13,0.05,0.17,0.39,0.14,0.19,1.85,8.09,13.95,22.42,14.73,24.48,42.79,72.56,413.18,726.42,843.45,1006.06,1215.42,1.85,12.11,86.05
145,321M,MarineRunoff,MICR,MICR,10,2,T,6/29/16,E,F,3,Reef,1.06,5.63,0.03,-23.87,0.36,12,1.44,0.52,0.92,0.49,0.03,0.26,1.88,0.07,0.18,0.29,0.14,0.16,4.13,20.68,40.36,62.74,4.95,7.78,12.27,22.11,78.02,361.04,404.7,458.33,493.86,4.13,36.22,59.64
146,322M,MarineRunoff,MICR,MICR,10,2,B,6/29/16,E,F,3,Reef,1.35,5.15,0.03,-24.26,0.47,15.67,1.32,0.62,0.89,0.4,0.02,0.18,2.21,0.05,0.14,0.33,0.13,0.2,4.36,20.62,35.36,53.61,4.7,7.2,11.24,21.45,113.62,364.72,408.97,460.06,494.54,4.36,31,64.64
147,371M,MarineRunoff,MICR,MICR,20,2,B,6/29/16,E,F,3,Reef,1.52,6.68,0.05,-22.29,0.4,8,0.6,0.24,0.43,0.16,0.01,0.12,2.7,0.07,0.2,0.55,0.18,0.27,8.63,31.1,38.91,45.63,2.44,3.2,4.63,8.46,149.85,361.98,405.29,458.63,493.95,8.63,30.27,61.09
148,372M,MarineRunoff,MICR,MICR,20,2,T,6/29/16,E,F,3,Reef,1.5,6.42,0.03,-15.6,0.31,10.33,0.34,0.1,0.24,0.09,0.01,0.08,2.49,0.09,0.25,0.75,0.22,0.27,7.25,27.82,37.33,49.29,2.78,3.79,5.84,10.8,127.42,323.02,376.13,437.06,484.49,7.25,30.08,62.67
149,373M,MarineRunoff,MICR,MICR,20,1,B,6/29/16,E,F,3,Reef,1.8,6.02,0.05,-22.45,0.44,8.8,0.56,0.25,0.39,0.16,0.01,0.12,2.47,0.07,0.22,0.64,0.21,0.25,13.96,51.13,63.62,70.06,1.76,2.21,2.89,4.51,28.71,226.79,301.83,381.73,455.72,13.96,49.66,36.38
150,374M,MarineRunoff,MICR,MICR,20,1,T,6/29/16,E,F,3,Reef,1.32,6.86,0.03,-22.37,0.28,9.33,0.48,0.14,0.31,0.16,0.01,0.12,1.91,0.06,0.26,0.47,0.2,0.2,6.91,26.62,35.19,46.44,2.96,4.1,6.3,11.72,136.98,319.23,372.72,433.67,482.92,6.91,28.28,64.81
151,375M,Marine,MOHK,MOHK,10,1,T,6/29/16,E,G,3,Reef,0.79,3.13,0.024,-20.37,0.12,5,0.11,0.01,0.09,0.02,NA,0.12,3.65,NA,1.08,3.35,NA,0.28,1.39,5.09,7.47,29.58,30.3,55.54,80.22,98.93,159.92,280.82,340.77,404.18,469.65,1.39,6.08,92.53
152,376M,Marine,MOHK,MOHK,10,1,B,6/29/16,E,G,3,Reef,0.9,1.1,0.02,-22.55,0.11,5.5,0.13,0.01,0.11,0.02,NA,0.11,4.51,NA,0.83,3.38,NA,0.31,1.64,6.28,9.43,35.84,23.73,41.76,65.09,89.07,147.1,239.04,293.05,369.08,444.7,1.64,7.79,90.57
153,377M,Marine,MOHK,MOHK,10,2,T,6/29/16,E,G,3,Reef,0.69,9.41,0.023,-19.54,0.14,6.09,0.09,0.01,0.08,0.02,NA,0.11,5.01,NA,1.11,3.58,NA,NA,1.58,6,9.07,31.41,24.14,41.05,69.34,93.57,158.09,284.37,344.66,408.54,471.63,1.58,7.49,90.93
